Date,Open,High,Low,Close,Adj Close,Volume
2021-06-07,78.000000,78.860001,78.000000,78.629997,78.629997,172600
2021-06-08,78.889999,78.889999,77.669998,78.000000,78.000000,309400
2021-06-09,76.459999,77.750000,76.459999,76.699997,76.699997,182400
2021-06-10,76.250000,77.139999,76.250000,77.040001,77.040001,203100
2021-06-11,76.750000,77.070000,76.519997,77.050003,77.050003,215500
2021-06-14,74.709999,74.709999,74.000000,74.279999,74.279999,289600
2021-06-15,73.779999,74.000000,73.150002,73.230003,73.230003,327900
2021-06-16,72.250000,72.250000,70.610001,71.410004,71.410004,319400
2021-06-17,72.790001,74.209999,72.449997,73.550003,73.550003,480100
2021-06-18,74.180000,74.180000,73.440002,73.589996,73.589996,279600
2021-06-21,73.400002,74.250000,73.300003,74.250000,74.250000,255300
2021-06-22,73.010002,73.870003,73.000000,73.699997,73.699997,211900
2021-06-23,72.000000,72.699997,72.000000,72.010002,72.010002,202500
2021-06-24,72.059998,73.339996,72.059998,72.800003,72.800003,210500
2021-06-25,72.260002,72.769997,72.010002,72.379997,72.379997,255600
2021-06-28,72.790001,73.900002,72.709999,73.580002,73.580002,359200
2021-06-29,72.580002,73.370003,72.489998,73.099998,73.099998,410200
2021-06-30,72.480003,73.040001,72.309998,72.529999,72.529999,203300
2021-07-01,72.260002,72.870003,72.029999,72.410004,72.410004,162600
2021-07-02,73.459999,73.559998,72.919998,73.459999,73.459999,140900
2021-07-06,75.220001,75.519997,75.010002,75.290001,75.290001,299900
2021-07-07,75.169998,75.449997,74.760002,74.809998,74.809998,434300
2021-07-08,72.610001,72.870003,70.040001,71.250000,71.250000,227200
2021-07-09,71.459999,72.690002,71.459999,72.690002,72.690002,226700
2021-07-12,71.730003,72.510002,71.730003,72.099998,72.099998,158900
2021-07-13,71.500000,71.889999,71.070000,71.410004,71.410004,183900
2021-07-14,72.690002,72.690002,71.440002,72.120003,72.120003,215000
2021-07-15,72.120003,72.129997,70.879997,71.150002,71.150002,613100
2021-07-16,70.500000,71.150002,70.500000,70.550003,70.550003,231800
2021-07-19,69.360001,69.970001,68.599998,69.000000,69.000000,1107100
2021-07-20,68.739998,68.739998,68.110001,68.550003,68.550003,2704600
2021-07-21,68.190002,68.699997,67.550003,68.699997,68.699997,875600
2021-07-22,69.199997,69.199997,68.320000,68.389999,68.389999,491000
2021-07-23,68.430000,68.989998,68.320000,68.629997,68.629997,614400
2021-07-26,68.000000,68.330002,67.650002,67.989998,67.989998,573500
2021-07-27,68.199997,68.919998,67.300003,67.889999,67.889999,410100
2021-07-28,67.250000,67.849998,67.010002,67.849998,67.849998,416200
2021-07-29,67.250000,67.250000,66.510002,66.559998,66.559998,487500
2021-07-30,64.500000,64.610001,64.010002,64.250000,64.250000,502300
2021-08-02,65.120003,65.489998,64.919998,65.089996,65.089996,364000
2021-08-03,64.459999,65.250000,64.459999,64.839996,64.839996,375700
2021-08-04,64.269997,64.400002,63.029999,63.810001,63.810001,374400
2021-08-05,63.599998,63.650002,61.660000,62.669998,62.669998,767500
2021-08-06,59.709999,60.099998,59.110001,59.119999,59.119999,1282500
2021-08-09,59.540001,59.540001,58.919998,59.130001,59.130001,487400
2021-08-10,57.500000,57.500000,56.720001,56.849998,56.849998,1051200
2021-08-11,59.099998,59.799999,58.939999,59.189999,59.189999,646500
2021-08-12,58.900002,59.500000,58.549999,59.000000,59.000000,727400
2021-08-13,59.099998,59.840000,59.099998,59.430000,59.430000,451500
2021-08-16,59.220001,59.389999,58.849998,59.349998,59.349998,971900
2021-08-17,59.520000,59.520000,58.790001,59.169998,59.169998,557100
2021-08-18,60.150002,60.150002,59.020000,59.029999,59.029999,451100
2021-08-19,57.830002,59.220001,57.830002,59.049999,59.049999,371700
2021-08-20,60.099998,60.380001,59.669998,60.380001,60.380001,552100
2021-08-23,60.020000,60.500000,59.799999,60.349998,60.349998,513500
2021-08-24,60.900002,60.900002,60.500000,60.520000,60.520000,366200
2021-08-25,60.389999,60.389999,59.770000,60.220001,60.220001,364100
2021-08-26,59.650002,59.750000,59.250000,59.279999,59.279999,252800
2021-08-27,59.590000,59.590000,58.400002,58.950001,58.950001,675100
2021-08-30,59.009998,59.950001,59.009998,59.549999,59.549999,267700
2021-08-31,59.759998,60.410000,59.759998,60.080002,60.080002,484800
2021-09-01,60.540001,61.720001,60.540001,61.110001,61.110001,711600
2021-09-02,61.950001,62.779999,61.820000,61.939999,61.939999,538200
2021-09-03,62.470001,62.480000,61.200001,61.900002,61.900002,676100
2021-09-07,63.419998,63.750000,62.599998,63.000000,63.000000,457600
2021-09-08,62.490002,62.490002,61.549999,61.549999,61.549999,417000
2021-09-09,61.299999,62.290001,61.299999,61.549999,61.549999,667500
2021-09-10,63.000000,63.380001,62.000000,62.169998,62.169998,492400
2021-09-13,62.770000,62.869999,62.410000,62.650002,62.650002,527200
2021-09-14,62.000000,62.000000,61.250000,61.259998,61.259998,655800
2021-09-15,62.439999,62.439999,60.799999,61.189999,61.189999,953800
2021-09-16,60.779999,60.779999,59.630001,60.020000,60.020000,395800
2021-09-17,60.750000,60.750000,60.000000,60.700001,60.700001,643500
2021-09-20,59.849998,60.610001,59.590000,59.950001,59.950001,486100
2021-09-21,60.750000,60.750000,60.200001,60.250000,60.250000,460200
2021-09-22,60.840000,61.320000,60.610001,60.619999,60.619999,721200
2021-09-23,61.639999,61.639999,60.650002,61.400002,61.400002,358500
2021-09-24,61.320000,61.320000,60.279999,60.759998,60.759998,282400
2021-09-27,61.250000,61.290001,60.419998,60.740002,60.740002,193400
2021-09-28,60.380001,60.380001,58.049999,58.169998,58.169998,716200
2021-09-29,59.450001,59.919998,59.000000,59.009998,59.009998,678800
2021-09-30,60.250000,60.439999,58.799999,59.250000,59.250000,1049700
2021-10-01,54.779999,56.869999,54.779999,56.299999,56.299999,1574200
2021-10-04,55.759998,55.759998,54.500000,54.700001,54.700001,662700
2021-10-05,54.830002,55.000000,54.410000,54.599998,54.599998,683800
2021-10-06,55.419998,55.900002,55.130001,55.779999,55.779999,331600
2021-10-07,56.459999,56.900002,56.320000,56.650002,56.650002,273600
2021-10-08,56.750000,56.810001,56.200001,56.360001,56.360001,175600
2021-10-11,56.680000,56.799999,55.959999,56.419998,56.419998,229700
2021-10-12,56.750000,56.849998,56.180000,56.549999,56.549999,250100
2021-10-13,56.540001,56.540001,56.099998,56.450001,56.450001,111200
2021-10-14,57.490002,57.490002,56.619999,56.970001,56.970001,222500
2021-10-15,56.320000,56.549999,56.200001,56.290001,56.290001,423000
2021-10-18,56.070000,56.369999,55.939999,56.200001,56.200001,608300
2021-10-19,56.540001,56.540001,55.759998,56.049999,56.049999,429100
2021-10-20,54.990002,55.000000,54.650002,54.730000,54.730000,630200
2021-10-21,55.290001,55.330002,54.410000,54.689999,54.689999,1074200
2021-10-22,54.740002,55.299999,54.689999,54.860001,54.860001,205600
2021-10-25,54.099998,54.299999,53.619999,54.150002,54.150002,255800
2021-10-26,53.689999,54.619999,53.549999,53.650002,53.650002,306200
2021-10-27,53.880001,53.880001,53.389999,53.389999,53.389999,203400
2021-10-28,54.009998,54.709999,54.000000,54.669998,54.669998,257200
2021-10-29,55.040001,55.250000,54.930000,55.250000,55.250000,228600
2021-11-01,55.720001,55.720001,55.029999,55.540001,55.540001,245500
2021-11-02,53.200001,54.299999,53.200001,53.570000,53.570000,478100
2021-11-03,54.500000,54.639999,52.950001,53.599998,53.599998,359900
2021-11-04,53.730000,53.919998,53.049999,53.599998,53.599998,381900
2021-11-05,54.500000,55.709999,54.500000,55.349998,55.349998,481600
2021-11-08,54.049999,55.209999,54.009998,54.700001,54.700001,302700
2021-11-09,54.720001,54.950001,54.549999,54.599998,54.599998,247300
2021-11-10,54.619999,55.320000,54.230000,54.310001,54.310001,335300
2021-11-11,54.759998,55.000000,54.660000,55.000000,55.000000,292700
2021-11-12,54.919998,55.439999,54.919998,55.360001,55.360001,255000
2021-11-15,55.419998,55.480000,54.889999,54.950001,54.950001,310900
2021-11-16,55.500000,56.470001,55.500000,55.950001,55.950001,733800
2021-11-17,55.200001,55.500000,55.009998,55.310001,55.310001,320400
2021-11-18,56.419998,56.709999,56.250000,56.520000,56.520000,417600
2021-11-19,56.910000,57.070000,56.520000,56.830002,56.830002,246100
2021-11-22,56.650002,56.650002,55.509998,55.549999,55.549999,376800
2021-11-23,56.049999,56.590000,54.849998,55.090000,55.090000,426100
2021-11-24,54.799999,54.799999,54.419998,54.799999,54.799999,263000
2021-11-26,54.570000,54.750000,54.200001,54.270000,54.270000,146900
2021-11-29,56.880001,56.880001,56.080002,56.709999,56.709999,513700
2021-11-30,55.939999,55.939999,54.770000,55.080002,55.080002,463200
2021-12-01,56.000000,56.619999,55.279999,55.330002,55.330002,329300
2021-12-02,56.810001,57.180000,56.810001,57.000000,57.000000,399700
2021-12-03,56.090000,56.090000,55.160000,55.799999,55.799999,438700
2021-12-06,55.849998,56.450001,55.450001,55.970001,55.970001,602900
2021-12-07,57.869999,57.869999,55.880001,57.750000,57.750000,645400
2021-12-08,58.110001,58.720001,58.110001,58.599998,58.599998,357200
2021-12-09,59.250000,59.740002,58.520000,58.650002,58.650002,289500
2021-12-10,59.200001,59.849998,59.099998,59.400002,59.400002,301500
2021-12-13,59.009998,59.189999,58.500000,58.500000,58.500000,372900
2021-12-14,58.200001,58.990002,57.919998,58.180000,58.180000,383500
2021-12-15,58.680000,58.980000,58.009998,58.919998,58.919998,358200
2021-12-16,59.849998,59.980000,58.750000,59.020000,59.020000,348100
2021-12-17,58.580002,58.630001,58.160000,58.209999,58.209999,397900
2021-12-20,58.520000,59.330002,58.509998,59.240002,59.240002,500100
2021-12-21,60.759998,61.160000,60.320000,60.950001,60.950001,519000
2021-12-22,59.490002,60.320000,59.490002,60.110001,60.110001,271300
2021-12-23,60.490002,60.910000,60.490002,60.910000,60.910000,280800
2021-12-27,60.000000,61.369999,60.000000,61.299999,61.299999,494100
2021-12-28,59.709999,60.250000,59.669998,59.770000,59.770000,305600
2021-12-29,59.070000,60.000000,59.070000,59.490002,59.490002,159600
2021-12-30,58.330002,58.709999,58.110001,58.590000,58.590000,350000
2021-12-31,58.330002,58.619999,58.279999,58.369999,58.369999,249400
2022-01-03,59.000000,59.900002,58.250000,58.470001,58.470001,397300
2022-01-04,58.799999,58.799999,57.700001,58.299999,58.299999,257400
2022-01-05,57.740002,57.750000,56.810001,56.939999,56.939999,225500
2022-01-06,56.680000,57.959999,56.549999,57.450001,57.450001,339200
2022-01-07,58.000000,58.169998,57.700001,58.099998,58.099998,291000
2022-01-10,57.320000,58.490002,57.200001,58.439999,58.439999,491100
2022-01-11,57.529999,59.279999,57.529999,58.990002,58.990002,209500
2022-01-12,58.650002,58.650002,58.209999,58.549999,58.549999,138000
2022-01-13,57.919998,57.990002,57.130001,57.200001,57.200001,289100
2022-01-14,56.959999,57.419998,56.959999,57.160000,57.160000,233400
2022-01-18,58.049999,58.459999,57.869999,58.410000,58.410000,722000
2022-01-19,58.930000,59.500000,58.220001,58.610001,58.610001,704600
2022-01-20,60.320000,60.639999,59.279999,59.910000,59.910000,665100
2022-01-21,59.410000,60.209999,59.320000,59.320000,59.320000,632700
2022-01-24,58.889999,58.889999,57.439999,58.750000,58.750000,784600
2022-01-25,58.950001,59.980000,57.919998,58.910000,58.910000,504400
2022-01-26,61.110001,61.750000,60.549999,61.060001,61.060001,663300
2022-01-27,61.099998,61.779999,61.090000,61.189999,61.189999,717700
2022-01-28,60.290001,61.150002,60.000000,61.110001,61.110001,790200
2022-01-31,60.880001,61.419998,60.770000,61.099998,61.099998,585000
2022-02-01,61.430000,62.000000,61.430000,61.950001,61.950001,237900
2022-02-02,63.099998,63.189999,62.580002,62.660000,62.660000,227800
2022-02-03,61.540001,62.889999,61.130001,61.599998,61.599998,711500
2022-02-04,62.279999,63.090000,62.279999,63.020000,63.020000,194400
2022-02-07,63.610001,63.820000,63.330002,63.380001,63.380001,158400
2022-02-08,63.009998,63.020000,62.240002,62.660000,62.660000,259400
2022-02-09,62.689999,63.320000,62.220001,63.250000,63.250000,240200
2022-02-10,61.700001,62.250000,61.330002,61.549999,61.549999,518500
2022-02-11,61.750000,62.500000,61.500000,61.990002,61.990002,501200
2022-02-14,62.730000,62.730000,61.860001,62.369999,62.369999,220500
2022-02-15,62.240002,64.349998,62.240002,64.139999,64.139999,594300
2022-02-16,64.010002,64.010002,63.169998,63.549999,63.549999,296300
2022-02-17,63.599998,63.770000,63.060001,63.250000,63.250000,166100
2022-02-18,63.549999,64.480003,63.549999,63.880001,63.880001,252300
2022-02-22,63.590000,63.590000,62.700001,63.099998,63.099998,284400
2022-02-23,63.500000,63.500000,62.270000,62.619999,62.619999,222300
2022-02-24,60.919998,62.369999,60.849998,62.349998,62.349998,385100
2022-02-25,61.860001,62.189999,61.610001,62.189999,62.189999,313700
2022-02-28,62.900002,63.590000,62.889999,63.570000,63.570000,436500
2022-03-01,62.970001,63.169998,62.689999,62.759998,62.759998,380600
2022-03-02,63.070000,63.330002,62.980000,63.310001,63.310001,253400
2022-03-03,63.720001,64.940002,63.500000,63.590000,63.590000,226200
2022-03-04,63.500000,64.580002,63.060001,63.130001,63.130001,421644
